date,sex,age,ethnicity,population
1990-01-01,both,50-54,indian,45.1
1990-01-01,both,50-54,other,11.3
1990-01-01,both,55-59,overall,469.4
1990-01-01,both,55-59,bumi,266.9
1990-01-01,both,55-59,chinese,156.1
1990-01-01,both,55-59,indian,37.5
1990-01-01,both,55-59,other,9.0
1990-01-01,both,60-64,overall,357.1
1990-01-01,both,60-64,bumi,208.0
1990-01-01,both,60-64,chinese,114.4
1990-01-01,both,60-64,indian,28.9
1990-01-01,both,60-64,other,5.8
1990-01-01,both,65-69,overall,258.5
1990-01-01,both,65-69,bumi,149.3
1990-01-01,both,65-69,chinese,83.6
1990-01-01,both,65-69,indian,20.7
1990-01-01,both,65-69,other,4.9
1990-01-01,both,70-74,overall,181.1
1990-01-01,both,70-74,bumi,98.6
1990-01-01,both,70-74,chinese,64.6
1990-01-01,both,70-74,indian,14.1
1990-01-01,both,70-74,other,3.7
1990-01-01,both,75-79,overall,107.0
1990-01-01,both,75-79,bumi,50.9
1990-01-01,both,75-79,chinese,46.9
1990-01-01,both,75-79,indian,8.1
1990-01-01,both,75-79,other,1.1
1990-01-01,both,80+,overall,111.9
1990-01-01,both,80+,bumi,56.1
1990-01-01,both,80+,chinese,49.7
1990-01-01,both,80+,indian,5.2
1990-01-01,both,80+,other,0.9
1990-01-01,female,overall,overall,8917.1
1990-01-01,female,overall,bumi,5528.5
1990-01-01,female,overall,chinese,2463.2
1990-01-01,female,overall,indian,693.5
1990-01-01,female,overall,other,232.0
1990-01-01,female,0-4,overall,1213.0
1990-01-01,female,0-4,bumi,846.2
1990-01-01,female,0-4,chinese,248.0
1990-01-01,female,0-4,indian,83.4
1990-01-01,female,0-4,other,35.3
1990-01-01,female,5-9,overall,1114.7
1990-01-01,female,5-9,bumi,741.9
1990-01-01,female,5-9,chinese,263.7
1990-01-01,female,5-9,indian,80.7
1990-01-01,female,5-9,other,28.4
1990-01-01,female,10-14,overall,971.0
1990-01-01,female,10-14,bumi,611.4
1990-01-01,female,10-14,chinese,263.2
1990-01-01,female,10-14,indian,76.2
1990-01-01,female,10-14,other,20.1
1990-01-01,female,15-19,overall,893.9
1990-01-01,female,15-19,bumi,565.2
1990-01-01,female,15-19,chinese,234.4
1990-01-01,female,15-19,indian,69.0
1990-01-01,female,15-19,other,25.2
1990-01-01,female,20-24,overall,830.2
1990-01-01,female,20-24,bumi,523.2
1990-01-01,female,20-24,chinese,209.8
1990-01-01,female,20-24,indian,65.7
1990-01-01,female,20-24,other,31.5
1990-01-01,female,25-29,overall,795.5
1990-01-01,female,25-29,bumi,484.2
1990-01-01,female,25-29,chinese,216.3
1990-01-01,female,25-29,indian,68.1
1990-01-01,female,25-29,other,27.0
1990-01-01,female,30-34,overall,692.2
1990-01-01,female,30-34,bumi,404.7
1990-01-01,female,30-34,chinese,204.9
1990-01-01,female,30-34,indian,62.0
1990-01-01,female,30-34,other,20.6
1990-01-01,female,35-39,overall,569.6
1990-01-01,female,35-39,bumi,324.2
1990-01-01,female,35-39,chinese,182.2
1990-01-01,female,35-39,indian,50.2
1990-01-01,female,35-39,other,13.0
1990-01-01,female,40-44,overall,442.3
1990-01-01,female,40-44,bumi,247.1
1990-01-01,female,40-44,chinese,149.6
1990-01-01,female,40-44,indian,37.3
1990-01-01,female,40-44,other,8.4
1990-01-01,female,45-49,overall,336.1
1990-01-01,female,45-49,bumi,189.2
1990-01-01,female,45-49,chinese,115.5
1990-01-01,female,45-49,indian,25.5
1990-01-01,female,45-49,other,5.8
1990-01-01,female,50-54,overall,289.7
1990-01-01,female,50-54,bumi,164.8
1990-01-01,female,50-54,chinese,97.8
1990-01-01,female,50-54,indian,22.3
1990-01-01,female,50-54,other,4.8
1990-01-01,female,55-59,overall,235.5
1990-01-01,female,55-59,bumi,135.8
1990-01-01,female,55-59,chinese,77.7
1990-01-01,female,55-59,indian,18.2
1990-01-01,female,55-59,other,3.8
1990-01-01,female,60-64,overall,182.9
1990-01-01,female,60-64,bumi,106.5
1990-01-01,female,60-64,chinese,60.2
1990-01-01,female,60-64,indian,13.4
1990-01-01,female,60-64,other,2.7
1990-01-01,female,65-69,overall,134.9
1990-01-01,female,65-69,bumi,76.3
1990-01-01,female,65-69,chinese,46.8
1990-01-01,female,65-69,indian,9.2
1990-01-01,female,65-69,other,2.5
1990-01-01,female,70-74,overall,95.7
1990-01-01,female,70-74,bumi,50.3
1990-01-01,female,70-74,chinese,37.4
1990-01-01,female,70-74,indian,6.2
1990-01-01,female,70-74,other,1.8
1990-01-01,female,75-79,overall,56.1
1990-01-01,female,75-79,bumi,25.3
1990-01-01,female,75-79,chinese,26.8
1990-01-01,female,75-79,indian,3.5
1990-01-01,female,75-79,other,0.5
1990-01-01,female,80+,overall,63.9
1990-01-01,female,80+,bumi,32.1
1990-01-01,female,80+,chinese,28.9
1990-01-01,female,80+,indian,2.4
1990-01-01,female,80+,other,0.5
1990-01-01,male,overall,overall,9185.3
1990-01-01,male,overall,bumi,5650.0
1990-01-01,male,overall,chinese,2526.7
1990-01-01,male,overall,indian,715.2
1990-01-01,male,overall,other,293.3
1990-01-01,male,0-4,overall,1286.7
1990-01-01,male,0-4,bumi,893.5
1990-01-01,male,0-4,chinese,266.8
1990-01-01,male,0-4,indian,87.3
1990-01-01,male,0-4,other,39.1
1990-01-01,male,5-9,overall,1178.2
1990-01-01,male,5-9,bumi,780.8
1990-01-01,male,5-9,chinese,281.7
1990-01-01,male,5-9,indian,85.1
1990-01-01,male,5-9,other,30.7
1990-01-01,male,10-14,overall,1011.4
1990-01-01,male,10-14,bumi,632.9
1990-01-01,male,10-14,chinese,278.8
1990-01-01,male,10-14,indian,78.3
1990-01-01,male,10-14,other,21.4
1990-01-01,male,15-19,overall,914.5
1990-01-01,male,15-19,bumi,568.5
1990-01-01,male,15-19,chinese,246.7
1990-01-01,male,15-19,indian,69.8
1990-01-01,male,15-19,other,29.3
1990-01-01,male,20-24,overall,841.2
1990-01-01,male,20-24,bumi,521.2
1990-01-01,male,20-24,chinese,211.8
1990-01-01,male,20-24,indian,65.9
1990-01-01,male,20-24,other,42.3
1990-01-01,male,25-29,overall,808.3
1990-01-01,male,25-29,bumi,489.6
1990-01-01,male,25-29,chinese,213.7
1990-01-01,male,25-29,indian,67.5
1990-01-01,male,25-29,other,37.4
1990-01-01,male,30-34,overall,708.9
1990-01-01,male,30-34,bumi,410.6
1990-01-01,male,30-34,chinese,205.6
1990-01-01,male,30-34,indian,62.1
1990-01-01,male,30-34,other,30.7
1990-01-01,male,35-39,overall,591.2
1990-01-01,male,35-39,bumi,332.2
1990-01-01,male,35-39,chinese,188.5
1990-01-01,male,35-39,indian,50.4
1990-01-01,male,35-39,other,20.1
1990-01-01,male,40-44,overall,470.1
1990-01-01,male,40-44,bumi,257.1
1990-01-01,male,40-44,chinese,161.3
1990-01-01,male,40-44,indian,38.4
1990-01-01,male,40-44,other,13.3
1990-01-01,male,45-49,overall,358.9
1990-01-01,male,45-49,bumi,195.7
1990-01-01,male,45-49,chinese,127.8
1990-01-01,male,45-49,indian,26.2
1990-01-01,male,45-49,other,9.3
1990-01-01,male,50-54,overall,300.0
1990-01-01,male,50-54,bumi,164.5
1990-01-01,male,50-54,chinese,106.3
1990-01-01,male,50-54,indian,22.8
1990-01-01,male,50-54,other,6.5
1990-01-01,male,55-59,overall,233.8
1990-01-01,male,55-59,bumi,131.0
1990-01-01,male,55-59,chinese,78.4
1990-01-01,male,55-59,indian,19.3
1990-01-01,male,55-59,other,5.2
1990-01-01,male,60-64,overall,174.2
1990-01-01,male,60-64,bumi,101.5
1990-01-01,male,60-64,chinese,54.2
1990-01-01,male,60-64,indian,15.5
1990-01-01,male,60-64,other,3.0
1990-01-01,male,65-69,overall,123.6
1990-01-01,male,65-69,bumi,73.0
1990-01-01,male,65-69,chinese,36.8
1990-01-01,male,65-69,indian,11.4
1990-01-01,male,65-69,other,2.3
1990-01-01,male,70-74,overall,85.4
1990-01-01,male,70-74,bumi,48.3
1990-01-01,male,70-74,chinese,27.3
1990-01-01,male,70-74,indian,7.9
1990-01-01,male,70-74,other,1.9
1990-01-01,male,75-79,overall,50.9
1990-01-01,male,75-79,bumi,25.6
1990-01-01,male,75-79,chinese,20.1
1990-01-01,male,75-79,indian,4.7
1990-01-01,male,75-79,other,0.5
1990-01-01,male,80+,overall,48.0
1990-01-01,male,80+,bumi,24.0
1990-01-01,male,80+,chinese,20.8
1990-01-01,male,80+,indian,2.8
1990-01-01,male,80+,other,0.4
1991-01-01,both,overall,overall,18547.2
1991-01-01,both,overall,bumi_malay,9259.4
1991-01-01,both,overall,bumi_other,1862.7
1991-01-01,both,overall,chinese,5020.9
1991-01-01,both,overall,indian,1406.5
1991-01-01,both,overall,other_citizen,194.7
1991-01-01,both,overall,other_noncitizen,803.0
1991-01-01,both,0-4,overall,2504.1
1991-01-01,both,0-4,bumi_malay,1433.4
1991-01-01,both,0-4,bumi_other,283.0
1991-01-01,both,0-4,chinese,510.8
1991-01-01,both,0-4,indian,169.9
1991-01-01,both,0-4,other_citizen,33.1
1991-01-01,both,0-4,other_noncitizen,73.9
1991-01-01,both,5-9,overall,2363.5
1991-01-01,both,5-9,bumi_malay,1305.5
1991-01-01,both,5-9,bumi_other,260.7
1991-01-01,both,5-9,chinese,543.0
1991-01-01,both,5-9,indian,165.1
1991-01-01,both,5-9,other_citizen,28.2
1991-01-01,both,5-9,other_noncitizen,61.1
1991-01-01,both,10-14,overall,2032.3
1991-01-01,both,10-14,bumi_malay,1046.1
1991-01-01,both,10-14,bumi_other,226.2
1991-01-01,both,10-14,chinese,536.2
1991-01-01,both,10-14,indian,156.8
1991-01-01,both,10-14,other_citizen,23.8
1991-01-01,both,10-14,other_noncitizen,43.2
1991-01-01,both,15-19,overall,1833.4
1991-01-01,both,15-19,bumi_malay,902.2
1991-01-01,both,15-19,bumi_other,203.5
1991-01-01,both,15-19,chinese,491.7
1991-01-01,both,15-19,indian,140.2
1991-01-01,both,15-19,other_citizen,19.7
1991-01-01,both,15-19,other_noncitizen,76.1
1991-01-01,both,20-24,overall,1683.6
1991-01-01,both,20-24,bumi_malay,807.7
1991-01-01,both,20-24,bumi_other,182.1
1991-01-01,both,20-24,chinese,415.7
1991-01-01,both,20-24,indian,127.3
1991-01-01,both,20-24,other_citizen,15.0
1991-01-01,both,20-24,other_noncitizen,135.8
1991-01-01,both,25-29,overall,1622.8
1991-01-01,both,25-29,bumi_malay,761.2
1991-01-01,both,25-29,bumi_other,157.8
1991-01-01,both,25-29,chinese,418.0
1991-01-01,both,25-29,indian,130.8
1991-01-01,both,25-29,other_citizen,12.6
1991-01-01,both,25-29,other_noncitizen,142.4
1991-01-01,both,30-34,overall,1457.0
1991-01-01,both,30-34,bumi_malay,681.3
1991-01-01,both,30-34,bumi_other,127.3
1991-01-01,both,30-34,chinese,415.2
1991-01-01,both,30-34,indian,124.4
1991-01-01,both,30-34,other_citizen,12.9
1991-01-01,both,30-34,other_noncitizen,96.0
1991-01-01,both,35-39,overall,1215.1
1991-01-01,both,35-39,bumi_malay,564.2
1991-01-01,both,35-39,bumi_other,96.6
1991-01-01,both,35-39,chinese,378.3
1991-01-01,both,35-39,indian,103.6
1991-01-01,both,35-39,other_citizen,11.7
1991-01-01,both,35-39,other_noncitizen,60.8
1991-01-01,both,40-44,overall,965.6
1991-01-01,both,40-44,bumi_malay,437.8
1991-01-01,both,40-44,bumi_other,75.2
1991-01-01,both,40-44,chinese,324.5
1991-01-01,both,40-44,indian,79.6
1991-01-01,both,40-44,other_citizen,10.5
1991-01-01,both,40-44,other_noncitizen,38.1
1991-01-01,both,45-49,overall,725.2
1991-01-01,both,45-49,bumi_malay,327.7
1991-01-01,both,45-49,bumi_other,62.5
1991-01-01,both,45-49,chinese,250.0
1991-01-01,both,45-49,indian,51.8
1991-01-01,both,45-49,other_citizen,8.6
1991-01-01,both,45-49,other_noncitizen,24.5
1991-01-01,both,50-54,overall,610.8
1991-01-01,both,50-54,bumi_malay,277.2
1991-01-01,both,50-54,bumi_other,53.1
1991-01-01,both,50-54,chinese,211.6
1991-01-01,both,50-54,indian,44.6
1991-01-01,both,50-54,other_citizen,5.5
1991-01-01,both,50-54,other_noncitizen,18.9
1991-01-01,both,55-59,overall,487.0
1991-01-01,both,55-59,bumi_malay,228.4
1991-01-01,both,55-59,bumi_other,43.9
1991-01-01,both,55-59,chinese,163.1
1991-01-01,both,55-59,indian,37.1
1991-01-01,both,55-59,other_citizen,3.9
1991-01-01,both,55-59,other_noncitizen,10.6
1991-01-01,both,60-64,overall,370.9
1991-01-01,both,60-64,bumi_malay,177.4
1991-01-01,both,60-64,bumi_other,34.3
1991-01-01,both,60-64,chinese,118.9
1991-01-01,both,60-64,indian,28.5
1991-01-01,both,60-64,other_citizen,3.0
1991-01-01,both,60-64,other_noncitizen,8.8
1991-01-01,both,65-69,overall,266.2
1991-01-01,both,65-69,bumi_malay,129.1
1991-01-01,both,65-69,bumi_other,24.9
1991-01-01,both,65-69,chinese,85.3
1991-01-01,both,65-69,indian,20.2
1991-01-01,both,65-69,other_citizen,2.2
1991-01-01,both,65-69,other_noncitizen,4.5
1991-01-01,both,70-74,overall,183.5
1991-01-01,both,70-74,bumi_malay,86.3
1991-01-01,both,70-74,bumi_other,15.9
1991-01-01,both,70-74,chinese,62.4
1991-01-01,both,70-74,indian,13.3
1991-01-01,both,70-74,other_citizen,1.8
1991-01-01,both,70-74,other_noncitizen,3.7
1991-01-01,both,75-79,overall,107.9
1991-01-01,both,75-79,bumi_malay,41.4
1991-01-01,both,75-79,bumi_other,7.7
1991-01-01,both,75-79,chinese,47.9
1991-01-01,both,75-79,indian,7.6
1991-01-01,both,75-79,other_citizen,1.1
1991-01-01,both,75-79,other_noncitizen,2.3
1991-01-01,both,80-84,overall,72.7
1991-01-01,both,80-84,bumi_malay,31.5
1991-01-01,both,80-84,bumi_other,4.6
1991-01-01,both,80-84,chinese,30.7
1991-01-01,both,80-84,indian,4.0
1991-01-01,both,80-84,other_citizen,0.7
1991-01-01,both,80-84,other_noncitizen,1.4
1991-01-01,both,85+,overall,45.6
1991-01-01,both,85+,bumi_malay,21.0
1991-01-01,both,85+,bumi_other,3.3
1991-01-01,both,85+,chinese,17.7
1991-01-01,both,85+,indian,2.1
1991-01-01,both,85+,other_citizen,0.4
1991-01-01,both,85+,other_noncitizen,1.0
1991-01-01,female,overall,overall,9130.7
1991-01-01,female,overall,bumi_malay,4619.3
1991-01-01,female,overall,bumi_other,912.2
1991-01-01,female,overall,chinese,2475.9
1991-01-01,female,overall,indian,696.7
1991-01-01,female,overall,other_citizen,96.6
1991-01-01,female,overall,other_noncitizen,330.0
1991-01-01,female,0-4,overall,1213.7
1991-01-01,female,0-4,bumi_malay,696.1
1991-01-01,female,0-4,bumi_other,137.5
1991-01-01,female,0-4,chinese,245.9
1991-01-01,female,0-4,indian,82.9
1991-01-01,female,0-4,other_citizen,16.0
1991-01-01,female,0-4,other_noncitizen,35.4
1991-01-01,female,5-9,overall,1149.8
1991-01-01,female,5-9,bumi_malay,637.9
1991-01-01,female,5-9,bumi_other,126.5
1991-01-01,female,5-9,chinese,262.3
1991-01-01,female,5-9,indian,80.3
1991-01-01,female,5-9,other_citizen,13.7
1991-01-01,female,5-9,other_noncitizen,29.0
1991-01-01,female,10-14,overall,993.6
1991-01-01,female,10-14,bumi_malay,513.5
1991-01-01,female,10-14,bumi_other,110.3
1991-01-01,female,10-14,chinese,260.0
1991-01-01,female,10-14,indian,77.5
1991-01-01,female,10-14,other_citizen,11.7
1991-01-01,female,10-14,other_noncitizen,20.6
1991-01-01,female,15-19,overall,906.4
1991-01-01,female,15-19,bumi_malay,453.5
1991-01-01,female,15-19,bumi_other,100.1
1991-01-01,female,15-19,chinese,239.6
1991-01-01,female,15-19,indian,69.6
1991-01-01,female,15-19,other_citizen,9.9
1991-01-01,female,15-19,other_noncitizen,33.6
1991-01-01,female,20-24,overall,836.7
1991-01-01,female,20-24,bumi_malay,414.9
1991-01-01,female,20-24,bumi_other,90.1
1991-01-01,female,20-24,chinese,206.4
1991-01-01,female,20-24,indian,64.1
1991-01-01,female,20-24,other_citizen,8.0
1991-01-01,female,20-24,other_noncitizen,53.2
1991-01-01,female,25-29,overall,805.0
1991-01-01,female,25-29,bumi_malay,388.2
1991-01-01,female,25-29,bumi_other,77.9
1991-01-01,female,25-29,chinese,210.3
1991-01-01,female,25-29,indian,66.8
1991-01-01,female,25-29,other_citizen,6.9
1991-01-01,female,25-29,other_noncitizen,54.9
1991-01-01,female,30-34,overall,718.1
1991-01-01,female,30-34,bumi_malay,343.2
1991-01-01,female,30-34,bumi_other,62.5
1991-01-01,female,30-34,chinese,207.3
1991-01-01,female,30-34,indian,62.5
1991-01-01,female,30-34,other_citizen,7.0
1991-01-01,female,30-34,other_noncitizen,35.7
1991-01-01,female,35-39,overall,595.2
1991-01-01,female,35-39,bumi_malay,281.3
1991-01-01,female,35-39,bumi_other,46.8
1991-01-01,female,35-39,chinese,186.0
1991-01-01,female,35-39,indian,51.9
1991-01-01,female,35-39,other_citizen,6.1
1991-01-01,female,35-39,other_noncitizen,23.2
1991-01-01,female,40-44,overall,468.9
1991-01-01,female,40-44,bumi_malay,217.2
1991-01-01,female,40-44,bumi_other,36.8
1991-01-01,female,40-44,chinese,156.5
1991-01-01,female,40-44,indian,39.5
1991-01-01,female,40-44,other_citizen,4.7
1991-01-01,female,40-44,other_noncitizen,14.2
1991-01-01,female,45-49,overall,349.9
1991-01-01,female,45-49,bumi_malay,161.9
1991-01-01,female,45-49,bumi_other,30.7
1991-01-01,female,45-49,chinese,118.7
1991-01-01,female,45-49,indian,25.9
1991-01-01,female,45-49,other_citizen,3.7
1991-01-01,female,45-49,other_noncitizen,9.0
1991-01-01,female,50-54,overall,299.2
1991-01-01,female,50-54,bumi_malay,139.7
1991-01-01,female,50-54,bumi_other,26.1
1991-01-01,female,50-54,chinese,101.1
1991-01-01,female,50-54,indian,22.4
1991-01-01,female,50-54,other_citizen,2.6
1991-01-01,female,50-54,other_noncitizen,7.3
1991-01-01,female,55-59,overall,243.7
1991-01-01,female,55-59,bumi_malay,117.2
1991-01-01,female,55-59,bumi_other,21.7
1991-01-01,female,55-59,chinese,80.5
1991-01-01,female,55-59,indian,18.4
1991-01-01,female,55-59,other_citizen,1.9
1991-01-01,female,55-59,other_noncitizen,4.0
1991-01-01,female,60-64,overall,189.8
1991-01-01,female,60-64,bumi_malay,92.0
1991-01-01,female,60-64,bumi_other,17.0
1991-01-01,female,60-64,chinese,62.0
1991-01-01,female,60-64,indian,13.6
1991-01-01,female,60-64,other_citizen,1.4
1991-01-01,female,60-64,other_noncitizen,3.7
1991-01-01,female,65-69,overall,138.9
1991-01-01,female,65-69,bumi_malay,67.1
1991-01-01,female,65-69,bumi_other,12.3
1991-01-01,female,65-69,chinese,47.3
1991-01-01,female,65-69,indian,9.3
1991-01-01,female,65-69,other_citizen,1.0
1991-01-01,female,65-69,other_noncitizen,1.9
1991-01-01,female,70-74,overall,97.6
1991-01-01,female,70-74,bumi_malay,44.7
1991-01-01,female,70-74,bumi_other,7.8
1991-01-01,female,70-74,chinese,36.3
1991-01-01,female,70-74,indian,6.0
1991-01-01,female,70-74,other_citizen,0.9
1991-01-01,female,70-74,other_noncitizen,1.9
1991-01-01,female,75-79,overall,56.2
1991-01-01,female,75-79,bumi_malay,20.4
1991-01-01,female,75-79,bumi_other,3.7
1991-01-01,female,75-79,chinese,27.1
1991-01-01,female,75-79,indian,3.4
1991-01-01,female,75-79,other_citizen,0.5
1991-01-01,female,75-79,other_noncitizen,1.1
1991-01-01,female,80-84,overall,41.2
1991-01-01,female,80-84,bumi_malay,17.9
1991-01-01,female,80-84,bumi_other,2.5
1991-01-01,female,80-84,chinese,17.9
1991-01-01,female,80-84,indian,1.9
1991-01-01,female,80-84,other_citizen,0.3
1991-01-01,female,80-84,other_noncitizen,0.8
1991-01-01,female,85+,overall,26.9
1991-01-01,female,85+,bumi_malay,12.6
1991-01-01,female,85+,bumi_other,1.9
1991-01-01,female,85+,chinese,10.7
1991-01-01,female,85+,indian,0.9
1991-01-01,female,85+,other_citizen,0.2
1991-01-01,female,85+,other_noncitizen,0.6
1991-01-01,male,overall,overall,9416.5
1991-01-01,male,overall,bumi_malay,4640.1
1991-01-01,male,overall,bumi_other,950.4
1991-01-01,male,overall,chinese,2545.0
1991-01-01,male,overall,indian,709.8
1991-01-01,male,overall,other_citizen,98.1
1991-01-01,male,overall,other_noncitizen,473.0
1991-01-01,male,0-4,overall,1290.4
1991-01-01,male,0-4,bumi_malay,737.3
1991-01-01,male,0-4,bumi_other,145.5
1991-01-01,male,0-4,chinese,265.0
1991-01-01,male,0-4,indian,87.0
1991-01-01,male,0-4,other_citizen,17.1
1991-01-01,male,0-4,other_noncitizen,38.5
1991-01-01,male,5-9,overall,1213.7
1991-01-01,male,5-9,bumi_malay,667.6
1991-01-01,male,5-9,bumi_other,134.2
1991-01-01,male,5-9,chinese,280.6
1991-01-01,male,5-9,indian,84.7
1991-01-01,male,5-9,other_citizen,14.5
1991-01-01,male,5-9,other_noncitizen,32.1
1991-01-01,male,10-14,overall,1038.7
1991-01-01,male,10-14,bumi_malay,532.6
1991-01-01,male,10-14,bumi_other,115.9
1991-01-01,male,10-14,chinese,276.2
1991-01-01,male,10-14,indian,79.3
1991-01-01,male,10-14,other_citizen,12.1
1991-01-01,male,10-14,other_noncitizen,22.6
1991-01-01,male,15-19,overall,927.0
1991-01-01,male,15-19,bumi_malay,448.6
1991-01-01,male,15-19,bumi_other,103.4
1991-01-01,male,15-19,chinese,252.1
1991-01-01,male,15-19,indian,70.6
1991-01-01,male,15-19,other_citizen,9.8
1991-01-01,male,15-19,other_noncitizen,42.4
1991-01-01,male,20-24,overall,846.9
1991-01-01,male,20-24,bumi_malay,392.8
1991-01-01,male,20-24,bumi_other,92.0
1991-01-01,male,20-24,chinese,209.3
1991-01-01,male,20-24,indian,63.2
1991-01-01,male,20-24,other_citizen,7.0
1991-01-01,male,20-24,other_noncitizen,82.6
1991-01-01,male,25-29,overall,817.8
1991-01-01,male,25-29,bumi_malay,373.0
1991-01-01,male,25-29,bumi_other,79.9
1991-01-01,male,25-29,chinese,207.7
1991-01-01,male,25-29,indian,64.0
1991-01-01,male,25-29,other_citizen,5.7
1991-01-01,male,25-29,other_noncitizen,87.5
1991-01-01,male,30-34,overall,738.9
1991-01-01,male,30-34,bumi_malay,338.1
1991-01-01,male,30-34,bumi_other,64.8
1991-01-01,male,30-34,chinese,207.9
1991-01-01,male,30-34,indian,61.9
1991-01-01,male,30-34,other_citizen,5.9
1991-01-01,male,30-34,other_noncitizen,60.3
1991-01-01,male,35-39,overall,619.9
1991-01-01,male,35-39,bumi_malay,282.9
1991-01-01,male,35-39,bumi_other,49.8
1991-01-01,male,35-39,chinese,192.3
1991-01-01,male,35-39,indian,51.7
1991-01-01,male,35-39,other_citizen,5.6
1991-01-01,male,35-39,other_noncitizen,37.6
1991-01-01,male,40-44,overall,496.7
1991-01-01,male,40-44,bumi_malay,220.6
1991-01-01,male,40-44,bumi_other,38.4
1991-01-01,male,40-44,chinese,168.0
1991-01-01,male,40-44,indian,40.1
1991-01-01,male,40-44,other_citizen,5.8
1991-01-01,male,40-44,other_noncitizen,23.9
1991-01-01,male,45-49,overall,375.3
1991-01-01,male,45-49,bumi_malay,165.8
1991-01-01,male,45-49,bumi_other,31.8
1991-01-01,male,45-49,chinese,131.3
1991-01-01,male,45-49,indian,25.9
1991-01-01,male,45-49,other_citizen,4.9
1991-01-01,male,45-49,other_noncitizen,15.5
1991-01-01,male,50-54,overall,311.6
1991-01-01,male,50-54,bumi_malay,137.5
1991-01-01,male,50-54,bumi_other,27.0
1991-01-01,male,50-54,chinese,110.5
1991-01-01,male,50-54,indian,22.2
1991-01-01,male,50-54,other_citizen,2.9
1991-01-01,male,50-54,other_noncitizen,11.6
1991-01-01,male,55-59,overall,243.3
1991-01-01,male,55-59,bumi_malay,111.2
1991-01-01,male,55-59,bumi_other,22.2
